302,湖南省|,430000,2016-12-07 15:56:51.0
303,湖南省|湘西土家族苗族自治州|保靖县,433125,2016-12-07 15:56:51.0
304,湖南省|长沙市|,430100,2016-12-07 15:56:51.0
305,湖南省|长沙市|长沙县,430121,2016-12-07 15:56:51.0
306,湖南省|长沙市|芙蓉区,430102,2016-12-07 15:56:51.0
307,湖南省|长沙市|开福区,430105,2016-12-07 15:56:51.0
308,湖南省|长沙市|浏阳市,430181,2016-12-07 15:56:51.0
309,湖南省|长沙市|宁乡县,430124,2016-12-07 15:56:52.0
310,湖南省|长沙市|,430101,2016-12-07 15:56:52.0
311,湖南省|长沙市|天心区,430103,2016-12-07 15:56:52.0
312,湖南省|长沙市|望城县,430122,2016-12-07 15:56:52.0
313,湖南省|长沙市|雨花区,430111,2016-12-07 15:56:52.0
314,湖南省|长沙市|岳麓区,430104,2016-12-07 15:56:52.0
315,湖南省|常德市|,430700,2016-12-07 15:56:52.0
316,湖南省|常德市|安乡县,430721,2016-12-07 15:56:52.0
317,湖南省|常德市|鼎城区,430703,2016-12-07 15:56:52.0
318,湖南省|常德市|汉寿县,430722,2016-12-07 15:56:52.0
319,湖南省|常德市|津市,430781,2016-12-07 15:56:52.0
320,湖南省|常德市|澧县,430723,2016-12-07 15:56:52.0
321,湖南省|常德市|临澧县,430724,2016-12-07 15:56:52.0
322,湖南省|常德市|石门县,430726,2016-12-07 15:56:52.0
323,湖南省|常德市|,430701,2016-12-07 15:56:52.0
324,湖南省|常德市|桃源县,430725,2016-12-07 15:56:52.0
325,湖南省|常德市|武陵区,430702,2016-12-07 15:56:52.0
326,湖南省|郴州市|,431000,2016-12-07 15:56:52.0
327,湖南省|郴州市|安仁县,431028,2016-12-07 15:56:52.0
328,湖南省|郴州市|北湖区,431002,2016-12-07 15:56:52.0
329,湖南省|郴州市|桂东县,431027,2016-12-07 15:56:53.0
330,湖南省|郴州市|桂阳县,431021,2016-12-07 15:56:53.0
331,湖南省|郴州市|嘉禾县,431024,2016-12-07 15:56:53.0
332,湖南省|郴州市|临武县,431025,2016-12-07 15:56:53.0
333,湖南省|郴州市|汝城县,431026,2016-12-07 15:56:53.0
334,湖南省|郴州市|,431001,2016-12-07 15:56:53.0
335,湖南省|郴州市|苏仙区,431003,2016-12-07 15:56:53.0
336,湖南省|郴州市|宜章县,431022,2016-12-07 15:56:53.0
337,湖南省|郴州市|永兴县,431023,2016-12-07 15:56:53.0
338,湖南省|郴州市|资兴市,431081,2016-12-07 15:56:53.0
339,湖南省|邵阳市|城步苗族自治县,430529,2016-12-07 15:56:53.0
340,湖南省|湘西土家族苗族自治州|凤凰县,433123,2016-12-07 15:56:53.0
341,湖南省|湘西土家族苗族自治州|古丈县,433126,2016-12-07 15:56:53.0
342,湖南省|衡阳市|,430400,2016-12-07 15:56:53.0
343,湖南省|衡阳市|常宁市,430482,2016-12-07 15:56:53.0
344,湖南省|衡阳市|衡东县,430424,2016-12-07 15:56:53.0
345,湖南省|衡阳市|衡南县,430422,2016-12-07 15:56:53.0
346,湖南省|衡阳市|衡山县,430423,2016-12-07 15:56:53.0
347,湖南省|衡阳市|衡阳县,430421,2016-12-07 15:56:53.0
348,湖南省|衡阳市|耒阳市,430481,2016-12-07 15:56:54.0
349,湖南省|衡阳市|南岳区,430412,2016-12-07 15:56:54.0
350,湖南省|衡阳市|祁东县,430426,2016-12-07 15:56:54.0
351,湖南省|衡阳市|石鼓区,430407,2016-12-07 15:56:54.0
352,湖南省|衡阳市|,430401,2016-12-07 15:56:54.0
353,湖南省|衡阳市|雁峰区,430406,2016-12-07 15:56:54.0
354,湖南省|衡阳市|蒸湘区,430408,2016-12-07 15:56:54.0
355,湖南省|衡阳市|珠晖区,430405,2016-12-07 15:56:54.0
356,湖南省|湘西土家族苗族自治州|花垣县,433124,2016-12-07 15:56:54.0
357,湖南省|怀化市|,431200,2016-12-07 15:56:54.0
358,湖南省|怀化市|辰溪县,431223,2016-12-07 15:56:54.0
359,湖南省|怀化市|鹤城区,431202,2016-12-07 15:56:54.0
360,湖南省|怀化市|洪江市,431281,2016-12-07 15:56:54.0
361,湖南省|怀化市|会同县,431225,2016-12-07 15:56:54.0
362,湖南省|怀化市|市|辖区,431201,2016-12-07 15:56:54.0
363,湖南省|怀化市|溆浦县,431224,2016-12-07 15:56:54.0
364,湖南省|怀化市|沅陵县,431222,2016-12-07 15:56:54.0
365,湖南省|怀化市|中方县,431221,2016-12-07 15:56:54.0
366,湖南省|湘西土家族苗族自治州|吉首市|,433101,2016-12-07 15:56:54.0
367,湖南省|怀化市|江华瑶族自治县,431129,2016-12-07 15:56:54.0
368,湖南省|怀化市|靖州苗族侗族自治县,431229,2016-12-07 15:56:55.0
369,湖南省|湘西土家族苗族自治州|龙山县,433130,2016-12-07 15:56:55.0
370,湖南省|娄底市|,431300,2016-12-07 15:56:55.0
371,湖南省|娄底市|冷水江市|,431381,2016-12-07 15:56:55.0
372,湖南省|娄底市|涟源市|,431382,2016-12-07 15:56:55.0
373,湖南省|娄底市|娄星区,431302,2016-12-07 15:56:55.0
374,湖南省|娄底市|,431301,2016-12-07 15:56:55.0
375,湖南省|娄底市|双峰县,431321,2016-12-07 15:56:55.0
376,湖南省|娄底市|新化县,431322,2016-12-07 15:56:55.0
377,湖南省|湘西土家族苗族自治州|泸溪县,433122,2016-12-07 15:56:55.0
378,湖南省|怀化市|麻阳苗族自治县,431226,2016-12-07 15:56:55.0
379,湖南省|邵阳市|,430500,2016-12-07 15:56:55.0
380,湖南省|邵阳市|北塔区,430511,2016-12-07 15:56:55.0
381,湖南省|邵阳市|大祥区,430503,2016-12-07 15:56:55.0
382,湖南省|邵阳市|洞口县,430525,2016-12-07 15:56:55.0
383,湖南省|邵阳市|隆回县,430524,2016-12-07 15:56:55.0
384,湖南省|邵阳市|邵东县,430521,2016-12-07 15:56:55.0
385,湖南省|邵阳市|邵阳县,430523,2016-12-07 15:56:55.0
386,湖南省|邵阳市|,430501,2016-12-07 15:56:55.0
387,湖南省|邵阳市|双清区,430502,2016-12-07 15:56:55.0
388,湖南省|邵阳市|绥宁县,430527,2016-12-07 15:56:55.0
389,湖南省|邵阳市|武冈市,430581,2016-12-07 15:56:56.0
390,湖南省|邵阳市|新宁县,430528,2016-12-07 15:56:56.0
391,湖南省|邵阳市|新邵县,430522,2016-12-07 15:56:56.0
392,湖南省|怀化市|通道侗族自治县,431230,2016-12-07 15:56:56.0
393,湖南省|湘潭市|,430300,2016-12-07 15:56:56.0
394,湖南省|湘潭市|韶山市,430382,2016-12-07 15:56:56.0
395,湖南省|湘潭市|,430301,2016-12-07 15:56:56.0
396,湖南省|湘潭市|湘潭县,430321,2016-12-07 15:56:56.0
397,湖南省|湘潭市|湘乡市,430381,2016-12-07 15:56:56.0
398,湖南省|湘潭市|雨湖区,430302,2016-12-07 15:56:56.0
399,湖南省|湘潭市|岳塘区,430304,2016-12-07 15:56:56.0
400,湖南省|湘西土家族苗族自治州,433100,2016-12-07 15:56:56.0
401,湖南省|怀化市|新晃侗族自治县,431227,2016-12-07 15:56:56.0
402,湖南省|益阳市|,430900,2016-12-07 15:56:56.0
403,湖南省|益阳市|安化县,430923,2016-12-07 15:56:56.0
404,湖南省|益阳市|赫山区,430903,2016-12-07 15:56:56.0
405,湖南省|益阳市|南县,430921,2016-12-07 15:56:56.0
406,湖南省|益阳市|,430901,2016-12-07 15:56:56.0
407,湖南省|益阳市|桃江县,430922,2016-12-07 15:56:56.0
408,湖南省|益阳市|沅江市,430981,2016-12-07 15:56:56.0
409,湖南省|益阳市|资阳区,430902,2016-12-07 15:56:57.0
410,湖南省|湘西土家族苗族自治州|永顺县,433127,2016-12-07 15:56:57.0
411,湖南省|永州市|,431100,2016-12-07 15:56:57.0
412,湖南省|永州市|道县,431124,2016-12-07 15:56:57.0
413,湖南省|永州市|东安县,431122,2016-12-07 15:56:57.0
414,湖南省|永州市|江永县,431125,2016-12-07 15:56:57.0
415,湖南省|永州市|蓝山县,431127,2016-12-07 15:56:57.0
416,湖南省|永州市|冷水滩区,431103,2016-12-07 15:56:57.0
417,湖南省|永州市|宁远县,431126,2016-12-07 15:56:57.0
418,湖南省|永州市|祁阳县,431121,2016-12-07 15:56:57.0
419,湖南省|永州市|,431101,2016-12-07 15:56:57.0
420,湖南省|永州市|双牌县,431123,2016-12-07 15:56:57.0
421,湖南省|永州市|新田县,431128,2016-12-07 15:56:57.0
422,湖南省|永州市|芝山区,431102,2016-12-07 15:56:57.0
423,湖南省|岳阳市|,430600,2016-12-07 15:56:57.0
424,湖南省|岳阳市|华容县,430623,2016-12-07 15:56:57.0
425,湖南省|岳阳市|君山区,430611,2016-12-07 15:56:57.0
426,湖南省|岳阳市|临湘市,430682,2016-12-07 15:56:57.0
427,湖南省|岳阳市|汨罗市,430681,2016-12-07 15:56:57.0
428,湖南省|岳阳市|平江县,430626,2016-12-07 15:56:57.0
429,湖南省|岳阳市|,430601,2016-12-07 15:56:58.0
430,湖南省|岳阳市|湘阴县,430624,2016-12-07 15:56:58.0
431,湖南省|岳阳市|岳阳楼区,430602,2016-12-07 15:56:58.0
432,湖南省|岳阳市|岳阳县,430621,2016-12-07 15:56:58.0
433,湖南省|岳阳市|云溪区,430603,2016-12-07 15:56:58.0
434,湖南省|张家界市|,430800,2016-12-07 15:56:58.0
435,湖南省|张家界市|慈利县,430821,2016-12-07 15:56:58.0
436,湖南省|张家界市|桑植县,430822,2016-12-07 15:56:58.0
437,湖南省|张家界市|,430801,2016-12-07 15:56:58.0
438,湖南省|张家界市|武陵源区,430811,2016-12-07 15:56:58.0
439,湖南省|张家界市|永定区,430802,2016-12-07 15:56:58.0
440,湖南省|怀化市|芷江侗族自治县,431228,2016-12-07 15:56:58.0
441,湖南省|株洲市|,430200,2016-12-07 15:56:58.0
442,湖南省|株洲市|茶陵县,430224,2016-12-07 15:56:58.0
443,湖南省|株洲市|荷塘区,430202,2016-12-07 15:56:58.0
444,湖南省|株洲市|醴陵市,430281,2016-12-07 15:56:58.0
445,湖南省|株洲市|芦淞区,430203,2016-12-07 15:56:58.0
446,湖南省|株洲市|石峰区,430204,2016-12-07 15:56:58.0
447,湖南省|株洲市|,430201,2016-12-07 15:56:58.0
448,湖南省|株洲市|天元区,430211,2016-12-07 15:56:59.0
449,湖南省|株洲市|炎陵县,430225,2016-12-07 15:56:59.0
450,湖南省|株洲市|攸县,430223,2016-12-07 15:56:59.0
451,湖南省|株洲市|株洲县,430221,2016-12-07 15:56:59.0
452,浙江省,330000,2016-12-07 16:08:54.0
453,浙江省杭州市,330100,2016-12-07 16:08:55.0
454,浙江省杭州市滨江区,330108,2016-12-07 16:08:55.0
455,浙江省杭州市淳安县,330127,2016-12-07 16:08:55.0
456,浙江省杭州市富阳市,330183,2016-12-07 16:08:55.0
457,浙江省杭州市拱墅区,330105,2016-12-07 16:08:55.0
458,浙江省杭州市建德市,330182,2016-12-07 16:08:55.0
459,浙江省杭州市江干区,330104,2016-12-07 16:08:55.0
460,浙江省杭州市临安市,330185,2016-12-07 16:08:55.0
461,浙江省杭州市上城区,330102,2016-12-07 16:08:55.0
462,浙江省杭州市市辖区,330101,2016-12-07 16:08:55.0
463,浙江省杭州市桐庐县,330122,2016-12-07 16:08:55.0
464,浙江省杭州市西湖区,330106,2016-12-07 16:08:55.0
465,浙江省杭州市下城区,330103,2016-12-07 16:08:55.0
466,浙江省杭州市萧山区,330109,2016-12-07 16:08:55.0
467,浙江省杭州市余杭区,330110,2016-12-07 16:08:55.0
468,浙江省湖州市,330500,2016-12-07 16:08:55.0
469,浙江省湖州市安吉县,330523,2016-12-07 16:08:55.0
470,浙江省湖州市长兴县,330522,2016-12-07 16:08:55.0
471,浙江省湖州市德清县,330521,2016-12-07 16:08:55.0
472,浙江省湖州市南浔区,330503,2016-12-07 16:08:55.0
473,浙江省湖州市市辖区,330501,2016-12-07 16:08:56.0
474,浙江省湖州市吴兴区,330502,2016-12-07 16:08:56.0
475,浙江省嘉兴市,330400,2016-12-07 16:08:56.0
476,浙江省嘉兴市海宁市,330481,2016-12-07 16:08:56.0
477,浙江省嘉兴市海盐县,330424,2016-12-07 16:08:56.0
478,浙江省嘉兴市嘉善县,330421,2016-12-07 16:08:56.0
479,浙江省嘉兴市平湖市,330482,2016-12-07 16:08:56.0
480,浙江省嘉兴市市辖区,330401,2016-12-07 16:08:56.0
481,浙江省嘉兴市桐乡市,330483,2016-12-07 16:08:56.0
482,浙江省嘉兴市秀城区,330402,2016-12-07 16:08:56.0
483,浙江省嘉兴市秀洲区,330411,2016-12-07 16:08:56.0
484,浙江省金华市,330700,2016-12-07 16:08:56.0
485,浙江省金华市东阳市,330783,2016-12-07 16:08:56.0
486,浙江省金华市金东区,330703,2016-12-07 16:08:56.0
487,浙江省金华市兰溪市,330781,2016-12-07 16:08:56.0
488,浙江省金华市磐安县,330727,2016-12-07 16:08:56.0
489,浙江省金华市浦江县,330726,2016-12-07 16:08:56.0
490,浙江省金华市市辖区,330701,2016-12-07 16:08:56.0
491,浙江省金华市武义县,330723,2016-12-07 16:08:56.0
492,浙江省金华市婺城区,330702,2016-12-07 16:08:56.0
493,浙江省金华市义乌市,330782,2016-12-07 16:08:57.0
494,浙江省金华市永康市,330784,2016-12-07 16:08:57.0
495,浙江省景宁畲族自治县,331127,2016-12-07 16:08:57.0
496,浙江省丽水市,331100,2016-12-07 16:08:57.0
497,浙江省丽水市缙云县,331122,2016-12-07 16:08:57.0
498,浙江省丽水市莲都区,331102,2016-12-07 16:08:57.0
499,浙江省丽水市龙泉市,331181,2016-12-07 16:08:57.0
500,浙江省丽水市青田县,331121,2016-12-07 16:08:57.0
501,浙江省丽水市庆元县,331126,2016-12-07 16:08:57.0
502,浙江省丽水市市辖区,331101,2016-12-07 16:08:57.0
503,浙江省丽水市松阳县,331124,2016-12-07 16:08:57.0
504,浙江省丽水市遂昌县,331123,2016-12-07 16:08:57.0
505,浙江省丽水市云和县,331125,2016-12-07 16:08:57.0
506,浙江省宁波市,330200,2016-12-07 16:08:57.0
507,浙江省宁波市北仑区,330206,2016-12-07 16:08:57.0
508,浙江省宁波市慈溪市,330282,2016-12-07 16:08:57.0
509,浙江省宁波市奉化市,330283,2016-12-07 16:08:57.0
510,浙江省宁波市海曙区,330203,2016-12-07 16:08:57.0
511,浙江省宁波市江北区,330205,2016-12-07 16:08:57.0
512,浙江省宁波市江东区,330204,2016-12-07 16:08:58.0
513,浙江省宁波市宁海县,330226,2016-12-07 16:08:58.0
514,浙江省宁波市市辖区,330201,2016-12-07 16:08:58.0
515,浙江省宁波市象山县,330225,2016-12-07 16:08:58.0
516,浙江省宁波市鄞州区,330212,2016-12-07 16:08:58.0
517,浙江省宁波市余姚市,330281,2016-12-07 16:08:58.0
518,浙江省宁波市镇海区,330211,2016-12-07 16:08:58.0
519,浙江省衢州市,330800,2016-12-07 16:08:58.0
520,浙江省衢州市常山县,330822,2016-12-07 16:08:58.0
521,浙江省衢州市江山市,330881,2016-12-07 16:08:58.0
522,浙江省衢州市开化县,330824,2016-12-07 16:08:58.0
523,浙江省衢州市柯城区,330802,2016-12-07 16:08:58.0
524,浙江省衢州市龙游县,330825,2016-12-07 16:08:58.0
525,浙江省衢州市衢江区,330803,2016-12-07 16:08:58.0
526,浙江省衢州市市辖区,330801,2016-12-07 16:08:58.0
527,浙江省绍兴市,330600,2016-12-07 16:08:58.0
528,浙江省绍兴市上虞市,330682,2016-12-07 16:08:58.0
529,浙江省绍兴市绍兴县,330621,2016-12-07 16:08:58.0
530,浙江省绍兴市嵊州市,330683,2016-12-07 16:08:58.0
531,浙江省绍兴市市辖区,330601,2016-12-07 16:08:59.0
532,浙江省绍兴市新昌县,330624,2016-12-07 16:08:59.0
533,浙江省绍兴市越城区,330602,2016-12-07 16:08:59.0
534,浙江省绍兴市诸暨市,330681,2016-12-07 16:08:59.0
535,浙江省台州市,331000,2016-12-07 16:08:59.0
536,浙江省台州市黄岩区,331003,2016-12-07 16:08:59.0
537,浙江省台州市椒江区,331002,2016-12-07 16:08:59.0
538,浙江省台州市临海市,331082,2016-12-07 16:08:59.0
539,浙江省台州市路桥区,331004,2016-12-07 16:08:59.0
540,浙江省台州市三门县,331022,2016-12-07 16:08:59.0
541,浙江省台州市市辖区,331001,2016-12-07 16:08:59.0
542,浙江省台州市天台县,331023,2016-12-07 16:08:59.0
543,浙江省台州市温岭市,331081,2016-12-07 16:08:59.0
544,浙江省台州市仙居县,331024,2016-12-07 16:08:59.0
545,浙江省台州市玉环县,331021,2016-12-07 16:08:59.0
546,浙江省温州市,330300,2016-12-07 16:08:59.0
547,浙江省温州市苍南县,330327,2016-12-07 16:08:59.0
548,浙江省温州市洞头县,330322,2016-12-07 16:08:59.0
549,浙江省温州市乐清市,330382,2016-12-07 16:08:59.0
550,浙江省温州市龙湾区,330303,2016-12-07 16:08:59.0
551,浙江省温州市鹿城区,330302,2016-12-07 16:08:59.0
552,浙江省温州市瓯海区,330304,2016-12-07 16:09:00.0
553,浙江省温州市平阳县,330326,2016-12-07 16:09:00.0
554,浙江省温州市瑞安市,330381,2016-12-07 16:09:00.0
555,浙江省温州市市辖区,330301,2016-12-07 16:09:00.0
556,浙江省温州市泰顺县,330329,2016-12-07 16:09:00.0
557,浙江省温州市文成县,330328,2016-12-07 16:09:00.0
558,浙江省温州市永嘉县,330324,2016-12-07 16:09:00.0
559,浙江省舟山市,330900,2016-12-07 16:09:00.0
560,浙江省舟山市岱山县,330921,2016-12-07 16:09:01.0
561,浙江省舟山市定海区,330902,2016-12-07 16:09:01.0
562,浙江省舟山市普陀区,330903,2016-12-07 16:09:01.0
563,浙江省舟山市嵊泗县,330922,2016-12-07 16:09:01.0
564,浙江省舟山市市辖区,330901,2016-12-07 16:09:01.0